mode,make,model,colour,offence,district,disposal,date,location
Vehicle driver,Toyota,YARIS,BLUE,RT88575 Drive without due care and attention,BD,Conditional Offer,2021-07-22T00:00:00Z,NA
Vehicle passenger,Ford,PUMA,BLACK,RT88760 Fail to comply with solid white lines,KD,Educational Course,2021-07-22T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,E220,BLACK,RT88760 Fail to comply with solid white lines,LD,Educational Course,2021-07-22T00:00:00Z,NA
Vehicle driver,Citroen,NEMO,WHITE,RT88575 Drive without due care and attention,CD,Conditional Offer,2021-07-22T00:00:00Z,NA
Vehicle driver,Renault,CLIO,WHITE,N/A,BD,NFA,2021-07-22T00:00:00Z,NA
Vehicle driver,Honda,CBF 125,GREY,RT88751 Contravene mandatory direction arrows,WD,Educational Course,2021-07-22T00:00:00Z,NA
Vehicle driver,Hyundai,AMICA,GREY,RT88576 Drive without reasonable consideration to others,CD,Educational Course,2021-07-22T00:00:00Z,NA
Vehicle driver,Toyota,AYGO,BLUE,N/A,BD,NFA,2021-07-23T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,E220,GREY,HY35001 Drive/ride on footpath beside a road,BD,Conditional Offer,2021-07-23T00:00:00Z,NA
Cyclist,Ford,FIESTA,GREY,RT88575 Drive without due care and attention,CD,Educational Course,2021-07-23T00:00:00Z,NA
Vehicle driver,Seat,Leon,white,RT88576 Drive without reasonable consideration to others,CD,Conditional Offer,2021-07-23T00:00:00Z,NA
Cyclist,BMW,520,BLACK,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-07-23T00:00:00Z,NA
Vehicle driver,Toyota,LAND CRUISER,BLACK,N/A,KD,NFA,2021-07-23T00:00:00Z,NA
Vehicle driver,Seat,LEON,GREY,RT88575 Drive without due care and attention,BD,Conditional Offer,2021-07-23T00:00:00Z,NA
Vehicle driver,Citroen,BERLINGO,BLACK,N/A,CD,NFA,2021-07-23T00:00:00Z,NA
UNKNOWN,OFF ROAD BIKE,OFF ROAD BIKE,BLACK,N/A,BD,NFA,2021-07-23T00:00:00Z,NA
Cyclist,Renault,CLIO,SILVER,N/A,WD,NFA,2021-07-23T00:00:00Z,NA
Vehicle driver,Vauxhall,ASTRA,RED,RT88971 Fail to comply with Red traffic light,KD,Educational Course,2021-07-23T00:00:00Z,NA
Cyclist,Seat,ALAHMBRA,BROWN,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2021-07-23T00:00:00Z,NA
Vehicle driver,Audi,RS4,SILVER,RT88575 Drive without due care and attention,BD,Court,2021-07-23T00:00:00Z,NA
Vehicle driver,Unknown,Articulated lorry and traiiler,white,N/A,LD,NFA,2021-07-23T00:00:00Z,NA
Vehicle driver,Vauxhall,Astra,silver,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Conditional Offer,2021-07-23T00:00:00Z,NA
Vehicle driver,Volkswagen,GOLF,RED,ZP97005 Overtake within limits of Pelican crossing,BD,Conditional Offer,2021-07-23T00:00:00Z,NA
Cyclist,Nissan,Juke,black,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2021-07-24T00:00:00Z,NA
Vehicle driver,Volkswagen,Golf,red,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-07-24T00:00:00Z,NA
Pedestrian,Mercedes -Benz,unknown,white,N/A,BD,NFA,2021-07-24T00:00:00Z,NA
Vehicle driver,Volkswagen,Jetta,silver,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Conditional Offer,2021-07-24T00:00:00Z,NA
Vehicle passenger,Volkswagen,Touran,silver,RT88760 Fail to comply with solid white lines,LD,Conditional Offer,2021-07-24T00:00:00Z,NA
Vehicle driver,Lexus,CT,GREY,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Educational Course,2021-07-25T00:00:00Z,NA
Vehicle driver,Volkswagen,POLO,BLACK,RT88575 Drive without due care and attention,KD,Educational Course,2021-07-25T00:00:00Z,NA
Vehicle driver,BMW,unknown,blue,N/A,CD,NFA,2021-07-25T00:00:00Z,NA
Vehicle passenger,Kia,Sportage,black,N/A,LD,NFA,2021-07-25T00:00:00Z,NA
Vehicle passenger,Unknown,Unknown,SILVER,N/A,LD,NFA,2021-07-25T00:00:00Z,NA
VEHICLE DRIVER,HGV,LORRY,WHITE,N/A,LD,NFA,2021-07-25T00:00:00Z,NA
VEHICLE DRIVER,VOLKSWAGEN,PASSAT,BLUE,N/A,LD,NFA,2021-07-25T00:00:00Z,NA
VEHICLE DRIVER,Toyota,YARIS,BLUE,RT88971 Fail to comply with Red traffic light,WD,Educational Course,2021-07-25T00:00:00Z,NA
Cyclist,AUDI,Q7,SILVER,RT88576 Drive without reasonable consideration to others,CD,Educational Course,2021-07-25T00:00:00Z,NA
Vehicle driver,Skoda,Roomster,grey,RT88971 Fail to comply with Red traffic light,KD,Conditional Offer,2021-07-26T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,ML63 AMG,BLACK,RT88971 Fail to comply with Red traffic light,BD,Conditional Offer,2021-07-26T00:00:00Z,NA
Vehicle driver,Ford,MONDEO,SILVER,RT88575 Drive without due care and attention,LD,Educational Course,2021-07-26T00:00:00Z,NA
UNKNOWN,Porsche,Boxter,red,N/A,BD,NFA,2021-07-26T00:00:00Z,NA
Vehicle driver,Maserati,Ghibli,black,RT88576 Drive without reasonable consideration to others,BD,Conditional Offer,2021-07-26T00:00:00Z,NA
Vehicle driver,Vauxhall,VECTRA,GREY,N/A,WD,NFA,2021-07-26T00:00:00Z,NA
Vehicle driver,BMW,S1000,WHITE,N/A,WD,NFA,2021-07-26T00:00:00Z,NA
Vehicle driver,Ford,TRANSIT,WHITE,N/A,LD,NFA,2021-07-26T00:00:00Z,NA
Vehicle driver,Mini,Cooper,grey,RT88576 Drive without reasonable consideration to others,BD,Conditional Offer,2021-07-26T00:00:00Z,NA
Vehicle driver,Audi,S3,BLUE,RC86405 Cause unnecessary obstruction by motor vehicle/trailer,KD,Conditional Offer,2021-07-26T00:00:00Z,NA
VEHICLE DRIVER,BMW,116D,RED,RT88971 Fail to comply with Red traffic light,CD,Educational Course,2021-07-26T00:00:00Z,NA
Cyclist,Audi,A5,grey,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2021-07-27T00:00:00Z,NA
Vehicle driver,Kia,Cee'd,grey,ZP97004 Fail to comply with Red Light Pelican crossing,BD,Conditional Offer,2021-07-27T00:00:00Z,NA
Vehicle driver,BMW,116,white,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,CD,Conditional Offer,2021-07-27T00:00:00Z,NA
Vehicle driver,Land Rover,Range Rover,black,HY80020 Wilful obstruction of highway,WD,Conditional Offer,2021-07-27T00:00:00Z,NA
Vehicle driver,Volvo,V40,blue,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,WD,Educational Course,2021-07-27T00:00:00Z,NA
Vehicle driver,Audi,S5,white,RT88760 Fail to comply with solid white lines,CD,Educational Course,2021-07-27T00:00:00Z,NA
Vehicle driver,Ford,Fiesta,silver,RT88576 Drive without reasonable consideration to others,LD,Court,2021-07-27T00:00:00Z,NA
Vehicle driver,Volkswagen,BORA,GREY,N/A,unknown,NFA,2021-07-27T00:00:00Z,NA
Cyclist,Volvo,S90,SILVER,N/A,LD,NFA,2021-07-27T00:00:00Z,NA
Vehicle driver,Volkswagen,Golf,white,N/A,KD,NFA,2021-07-27T00:00:00Z,NA
Vehicle driver,Land Rover,Range Rover Sport,Grey,RT88575 Drive without due care and attention,KD,Educational Course,2021-07-27T00:00:00Z,NA
Vehicle driver,Fiat,PANDA,WHITE,N/A,LD,NFA,2021-07-27T00:00:00Z,NA
Vehicle driver,Ford,FOCUS,SILVER,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,CD,Conditional Offer,2021-07-27T00:00:00Z,NA
Vehicle passenger,Mitsubishi,Shogun,BLACK,RT88576 Drive without reasonable consideration to others,BD,Conditional Offer,2021-07-28T00:00:00Z,NA
Vehicle passenger,Scania,Articulated HGV and trailer,green & red,RC86814 Driver not in proper control of vehicle,LD,Educational Course,2021-07-28T00:00:00Z,NA
Vehicle driver,Volkswagen,Golf,black,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Conditional Offer,2021-07-28T00:00:00Z,NA
Vehicle driver,Skoda,Octavia,maroon,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Conditional Offer,2021-07-28T00:00:00Z,NA
Vehicle driver,Seat,Ibiza,black,N/A,LD,NFA,2021-07-28T00:00:00Z,NA
Cyclist,DaF,SKIP,Black and White - PNC shows Red,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2021-07-28T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,S500,SILVER,N/A,KD,NFA,2021-07-28T00:00:00Z,NA
Vehicle driver,Seat,LEON,BLACK,RT88576 Drive without reasonable consideration to others,CD,Conditional Offer,2021-07-28T00:00:00Z,NA
Vehicle driver,Volvo,TIPPER,BLUE AND RED,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2021-07-28T00:00:00Z,NA
Vehicle driver,Hyundai,I30,WHITE,N/A,KD,NFA,2021-07-28T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,A220,BLACK,RT88971 Fail to comply with Red traffic light,BD,Educational Course,2021-07-28T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,SPRINTER,WHITE,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-07-28T00:00:00Z,NA
Vehicle driver,Unknown,UNKNOWN,BLACK,N/A,CD,NFA,2021-07-28T00:00:00Z,NA
Vehicle driver,Audi,A5,GREY,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-07-28T00:00:00Z,NA
Cyclist,Toyota,Auris,Black,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2021-07-29T00:00:00Z,NA
Vehicle driver,ISUZU,TRUCKS,WHITE,N/A,KD,NFA,2021-07-29T00:00:00Z,NA
Vehicle driver,Volkswagen,Golf,black,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2021-07-29T00:00:00Z,NA
Vehicle driver,Nissan,JUKE,WHITE,RT88971 Fail to comply with Red traffic light,WD,Educational Course,2021-07-29T00:00:00Z,NA
Vehicle driver,Audi,RS3,GREY,RT88576 Drive without reasonable consideration to others,CD,Educational Course,2021-07-29T00:00:00Z,NA
Vehicle driver,Volvo,xc90,grey,N/A,LD,NFA,2021-07-29T00:00:00Z,NA
Vehicle driver,Peugeot,307,BLACK,N/A,WD,NFA,2021-07-29T00:00:00Z,NA
Vehicle driver,Volkswagen,CADDY,WHITE,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,BD,Educational Course,2021-07-30T00:00:00Z,NA
Vehicle driver,Citroen,RELAY,WHITE,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,BD,Educational Course,2021-07-30T00:00:00Z,NA
Vehicle driver,BMW,320D,WHITE,N/A,LD,NFA,2021-07-30T00:00:00Z,NA
Vehicle driver,Ford,Transit,White,RT88971 Fail to comply with Red traffic light,LD,Educational Course,2021-07-30T00:00:00Z,NA
Vehicle driver,Renault,LAGUNA,SILVER,N/A,LD,NFA,2021-07-30T00:00:00Z,NA
Vehicle driver,Toyota,YARIS,SILVER,N/A,LD,NFA,2021-07-30T00:00:00Z,NA
Vehicle driver,Volkswagen,TOUREG,BLACK,RT88760 Fail to comply with solid white lines,WD,Educational Course,2021-07-30T00:00:00Z,NA
Vehicle driver,Audi,A5,BLACK,N/A,BD,NFA,2021-07-30T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,C CLASS,BLACK,HY35001 Drive/ride on footpath beside a road,BD,Conditional Offer,2021-07-30T00:00:00Z,NA
Vehicle passenger,Ford,TRANSIT,SILVER,RT88575 Drive without due care and attention,LD,Court,2021-07-30T00:00:00Z,NA
Pedestrian,Mercedes -Benz,Black,ML250,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-07-30T00:00:00Z,NA
Pedestrian,BMW,R1200,GREY,RT88751 Contravene mandatory direction arrows,BD,Conditional Offer,2021-07-30T00:00:00Z,NA
Pedestrian,BMW,X5,BLACK,RT88751 Contravene mandatory direction arrows,BD,Conditional Offer,2021-07-30T00:00:00Z,NA
Vehicle driver,Volvo,V50,blue,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,CD,Educational Course,2021-07-30T00:00:00Z,NA
Vehicle driver,Lexus,LS430,SILVER,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-07-31T00:00:00Z,NA
Vehicle driver,Volkswagen,TRANSPORTER,BLACK,N/A,KD,NFA,2021-07-31T00:00:00Z,NA
Vehicle driver,Land Rover,DISCOVERY,GREY,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2021-07-31T00:00:00Z,NA
Cyclist,Vauxhall,ASTRA,SILVER,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-07-31T00:00:00Z,NA
Vehicle driver,Ford,KUGA,BLACK,N/A,KD,NFA,2021-07-31T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,SPRINTER MINI BUS,SILVER,RT88575 Drive without due care and attention,LD,Court,2021-07-31T00:00:00Z,NA
Vehicle driver,SUZUKI,VITARA,GREY,N/A,KD,NFA,2021-07-31T00:00:00Z,NA
Vehicle driver,Kia,CEED,SILVER,N/A,KD,NFA,2021-07-31T00:00:00Z,NA
Vehicle driver,Ford,TOURNEO,SILVER,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2021-07-31T00:00:00Z,NA
Vehicle driver,Fiat,PUNTO,BLUE,N/A,KD,NFA,2021-07-31T00:00:00Z,NA
Cyclist,Mercedes -Benz,GLC 220,SILVER,RT88576 Drive without reasonable consideration to others,CD,Educational Course,2021-07-31T00:00:00Z,NA
Vehicle driver,Citroen,NV300 ACENTA,GREY,N/A,WD,NFA,2021-07-31T00:00:00Z,NA
Vehicle passenger,Ford,FOCUS,BLUE,RT88575 Drive without due care and attention,BD,Educational Course,2021-07-31T00:00:00Z,NA
Vehicle driver,Toyota,YARIS,GREY,SUSPECTED CONTRAVENE WEIGHT RESTRICTION.,LD,DSIT INVESTIGATION,2021-07-31T00:00:00Z,NA
Vehicle driver,Seat,Toledo,blue,N/A,LD,NFA,2021-08-01T00:00:00Z,NA
Vehicle driver,Toyota,Auris,blue,ZP97001 Stop vehicle within limits of Pelican crossing,BD,Conditional Offer,2021-08-01T00:00:00Z,NA
Vehicle driver,BMW,320,grey,RT88760 Fail to comply with solid white lines,KD,Educational Course,2021-08-01T00:00:00Z,NA
Vehicle driver,Audi,TT,black,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2021-08-01T00:00:00Z,NA
Vehicle driver,Peugeot,2008,red,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,CD,Educational Course,2021-08-01T00:00:00Z,NA
UNKNOWN,BMW,M4,grey,N/A,LD,NFA,2021-08-01T00:00:00Z,NA
Vehicle driver,BMW,330I,WHITE,N/A,unknown,NFA,2021-08-01T00:00:00Z,NA
Vehicle driver,PIAGGIO,MEDLEY 125,BLUE,N/A,LD,NFA,2021-08-01T00:00:00Z,NA
Cyclist,Toyota,PRIUS,SILVER,RT88575 Drive without due care and attention,WD,Educational Course,2021-08-01T00:00:00Z,NA
Cyclist,Mitsubishi,SHOGUN,YR18YDP,RT88575 Drive without due care and attention,CD,Educational Course,2021-08-01T00:00:00Z,NA
Vehicle driver,Unknown,UNKNOWN,RED,N/A,CD,NFA,2021-08-01T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,V220,SILVER,RT88575 Drive without due care and attention,LD,Educational Course,2021-08-01T00:00:00Z,NA
Pedestrian,Seat,LEON,GREY,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,BD,Educational Course,2021-08-01T00:00:00Z,NA
Pedestrian,Ford,Transit,white,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-08-01T00:00:00Z,NA
Pedestrian,Ford,Transit,blue,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-08-01T00:00:00Z,NA
Pedestrian,Ford,Fiesta,white,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-08-01T00:00:00Z,NA
Vehicle driver,Fiat,Punto,black,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2021-08-01T00:00:00Z,NA
Pedestrian,Peugeot,Bipper,white,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-08-01T00:00:00Z,NA
Vehicle driver,Toyota,HIACE,SILVER,N/A,BD,NFA,2021-08-01T00:00:00Z,NA
Cyclist,Ford,Transit tipper,white,HY80020 Wilful obstruction of highway,LD,Conditional Offer,2021-08-02T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,E220,silver,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Conditional Offer,2021-08-02T00:00:00Z,NA
Vehicle driver,Ford,Transit,red,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2021-08-02T00:00:00Z,NA
Cyclist,Renault,Laguna,grey,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2021-08-02T00:00:00Z,NA
Vehicle driver,Unknown,Unknown,silver,N/A,BD,NFA,2021-08-02T00:00:00Z,NA
Vehicle driver,BMW,118,black,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,CD,Educational Course,2021-08-02T00:00:00Z,NA
Vehicle driver,Ford,Transit,white,RT88760 Fail to comply with solid white lines,KD,Educational Course,2021-08-02T00:00:00Z,NA
Vehicle driver,Kia,Optima 2,silver,RT88576 Drive without reasonable consideration to others,WD,Conditional Offer,2021-08-02T00:00:00Z,NA
Vehicle driver,Volvo,S40,blue,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-08-02T00:00:00Z,NA
Vehicle driver,Volkswagen,Golf,silver,N/A,BD,NFA,2021-08-02T00:00:00Z,NA
Cyclist,Ford,Mondeo,black,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-08-03T00:00:00Z,NA
Vehicle driver,Vauxhall,Vectra,black,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2021-08-03T00:00:00Z,NA
Vehicle driver,Toyota,Yaris,silver,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Conditional Offer,2021-08-03T00:00:00Z,NA
Cyclist,Ford,Transit,white,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2021-08-03T00:00:00Z,NA
Vehicle passenger,Seat,Leon,black,N/A,BD,NFA,2021-08-03T00:00:00Z,NA
Vehicle driver,Volkswagen,CRAFTER,WHITE & POLICE BATTENBURG,N/A,BD,NFA,2021-08-03T00:00:00Z,NA
Vehicle driver,Audi,S3,WHITE,RT88575 Drive without due care and attention,LD,Educational Course,2021-08-03T00:00:00Z,NA
Vehicle driver,Vauxhall,VECTRA,SILVER,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,KD,Educational Course,2021-08-03T00:00:00Z,NA
Vehicle driver,Peugeot,207,RED,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2021-08-03T00:00:00Z,NA
Cyclist,Suzuki,GRAND VITARA,GREY,N/A,unknown,NFA,2021-08-03T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,LWB FLATBED,WHITE,N/A,LD,NFA,2021-08-03T00:00:00Z,NA
Vehicle driver,Vauxhall,CORSA,BLACK,N/A,BD,NFA,2021-08-03T00:00:00Z,NA
Cyclist,Skoda,FABIA,SILVER,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,LD,Educational Course,2021-08-03T00:00:00Z,NA
Cyclist,Citroen,BERLINGO,WHITE,RT88575 Drive without due care and attention,LD,Educational Course,2021-08-03T00:00:00Z,NA
Cyclist,Mini,COOPER,SILVER,RT88575 Drive without due care and attention,WD,Educational Course,2021-08-03T00:00:00Z,NA
Vehicle driver,Vauxhall,ASTRA,GREY,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2021-08-04T00:00:00Z,NA
Vehicle driver,Audi,R8,GREY,N/A,BD,NFA,2021-08-04T00:00:00Z,NA
Vehicle driver,Land Rover,FLAT BACK,RED,N/A,unknown,NFA,2021-08-04T00:00:00Z,NA
Vehicle driver,Volkswagen,POLO,WHITE,RT88575 Drive without due care and attention,BD,Court,2021-08-04T00:00:00Z,NA
UNKNOWN,Mitsubishi,SHOGUN,RED,RT88971 Fail to comply with Red traffic light,CD,Educational Course,2021-08-04T00:00:00Z,NA
UNKNOWN,Volkswagen,JETTA,SILVER,RT88971 Fail to comply with Red traffic light,CD,Educational Course,2021-08-04T00:00:00Z,NA
UNKNOWN,Land Rover,DEFENDER,GREEN,RT88971 Fail to comply with Red traffic light,CD,Educational Course,2021-08-04T00:00:00Z,NA
UNKNOWN,Seat,LEON,GREEN,RT88971 Fail to comply with Red traffic light,CD,Educational Course,2021-08-04T00:00:00Z,NA
UNKNOWN,Fiat,ARBARTH 595,BLUE,RT88971 Fail to comply with Red traffic light,CD,Educational Course,2021-08-04T00:00:00Z,NA
Vehicle driver,Porsche,MACAN,BLACK,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2021-08-04T00:00:00Z,NA
Vehicle driver,Volkswagen,GOLF PLUS,GREY,N/A,LD,NFA,2021-08-04T00:00:00Z,NA
Vehicle driver,Audi,A4,BLUE,RT88760 Fail to comply with solid white lines,WD,Educational Course,2021-08-04T00:00:00Z,NA
Vehicle driver,Audi,A4,BLUE,N/A,WD,NFA,2021-08-04T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,C250,BLACK,N/A,LD,NFA,2021-08-04T00:00:00Z,NA
Vehicle driver,BMW,335D,GREY,N/A,WD,NFA,2021-08-04T00:00:00Z,NA
Vehicle driver,Volkswagen,POLO,SILVER,N/A,WD,NFA,2021-08-04T00:00:00Z,NA
Vehicle driver,Nissan,QASHQAI,WHITE,N/A,WD,NFA,2021-08-04T00:00:00Z,NA
Vehicle driver,Mercedes -Benz,435,WHITE,RT88971 Fail to comply with Red traffic light,CD,Educational Course,2021-08-04T00:00:00Z,NA
Vehicle driver,Unknown,Unknown,WHITE,N/A,WD,NFA,2021-08-04T00:00:00Z,NA
VEHICLE DRIVER,VAUXHALL,CORSA,GOLD,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2021-08-04T00:00:00Z,NA
UNKNOWN,Land Rover,Unknown,Green/Grey,N/A,BD,NFA,2021-08-05T00:00:00Z,NA
Cyclist,Volkswagen,CRAFTER,GREY,N/A,BD,NFA,2021-08-05T00:00:00Z,NA
Cyclist,Ford,TRANSIT,GREY,N/A,BD,NFA,2021-08-05T00:00:00Z,NA
Cyclist,Audi,A3,BLACK,RT88575 Drive without due care and attention,BD,Educational Course,2021-08-05T00:00:00Z,NA
Cyclist,Mercedes -Benz,A CLASS,BLACK,N/A,BD,NFA,2021-08-05T00:00:00Z,NA
